Date,Type,Description,"Cheque/Refer 
ence No",Debit,Credit,Balance,Channel
02/08/2022,,UPI  224597295281UPIdmart,224597295281,67.00,,171.60,"11111-Central 
Data Center"
03/08/2022,,CASH 224615244950UPIajio,224615244950,60.00,,111.60,"11111-Central 
Data Center"
03/08/2022,,CASH  224616508685UPItaxi,224616508685,45.00,,66.60,"11111-Central 
Data Center"
03/08/2022,,UPI  224616616447UPIfood,224616616447,35.00,,31.60,"11111-Central 
Data Center"
04/08/2022,,NEFT 224735399763UPIfood,224735399763,31.00,,0.60,"11111-Central 
Data Center"
09/08/2022,,UPI  225227050717UPIEMI,225227050717,,100.00,100.60,"11111-Central 
Data Center"
09/08/2022,,RTGS  225287151162UPILoan,225287151162,,100.00,200.60,"11111-Central 
Data Center"
11/08/2022,,CASH  225406906201UPIfinance,225406906201,,300.00,500.60,"11111-Central 
Data Center"
15/08/2022,,CASH  225755655690UPIzomato,225755655690,,300.00,"1,034.60","11111-Central 
Data Center"
15/08/2022,,RTGS  225893896048UPIola,225893896048,120.00,,415.60,"11111-Central 
Data Center"
15/08/2022,,NEFT 225897984458UPImomoskitchen,225897984458,200.00,,215.60,"11111-Central 
Data Center"
16/08/2022,,CASH  225905394685NAFlipkart,225905394685,,"1,000.00","1,215.60","11111-Central 
Data Center"
16/08/2022,,UPI 225909325556UPIola,225909325556,209.00,,"1,006.60","11111-Central 
Data Center"
01/09/2022,,UPI  227443786080UPIamazon,227443786080,100.00,,"9,248.60","11111-Central 
Data Center"
02/09/2022,,UPI  227589146257UPIamazon,227589146257,"5,000.00",,"64,233.60","11111-Central 
Data Center"
03/09/2022,,UPI  227614257278UPImyntra,227614257278,"5,000.00",,"59,083.60","11111-Central 
Data Center"
03/09/2022,,CASH  227614315268UPILoan,227614315268,"58,000.00",,"1,083.60","11111-Central 
Data Center"
04/09/2022,,UPI  227728246304UPIDMart,227728246304,110.00,,973.60,"11111-Central 
Data Center"
05/09/2022,,CASH 227843101059UPIPravinMart,227843101059,279.00,,694.60,"11111-Central 
Data Center"
05/09/2022,,NEFT 227860412175UPILIC,227860412175,,280.00,974.60,"11111-Central 
Data Center"
07/09/2022,,UPI  228003219376UPIflipkart,228003219376,200.00,,948.35,"11111-Central 
Data Center"
07/09/2022,,UPI  228004033938UPIdominos,228004033938,50.00,,898.35,"11111-Central 
Data Center"
08/09/2022,,NEFT 228131727891UPILIC,228131727891,,70.00,968.35,"11111-Central 
Data Center"
08/09/2022,,UPI  228114869313UPImcdonalds,228114869313,99.00,,869.35,"11111-Central 
Data Center"
05/01/2022,,NEFT 221705398787UPIMyntra,221705398787,177.00,,919.96,"11111-Central 
Data Center"
05/01/2022,,CASH  221705860761UPILIC,221705860761,500.00,,419.96,"11111-Central 
Data Center"
06/01/2022,,UPI  221825064447UPIZomato,221825064447,65.00,,354.96,"11111-Central 
Data Center"
06/01/2022,,CASH  221825230220UPIFlipkart,221825230220,50.00,,304.96,"11111-Central 
Data Center"
06/01/2022,,UPI  221826230327UPISpiceJet,221826230327,60.00,,244.96,"11111-Central 
Data Center"
06/01/2022,,UPI 221827765220iMuthoot  Finance,221827765220,109.85,,135.11,"11111-Central 
Data Center"
07/01/2022,,NEFT 221954608644UPILIC,221954608644,56.00,,79.11,"11111-Central 
Data Center"
07/01/2022,,UPI  221954845737UPILICfood,221954845737,56.00,,23.11,"11111-Central 
Data Center"
12/01/2022,,CASH222459706042UPIpolicy,222459706042,15.00,,8.11,"11111-Central 
Data Center"
13/01/2022,,CASH222570448683UPIpolicy,222570448683,500.00,,508.11,"11111-Central 
Data Center"
13/01/2022,,UPI 222576284774UPImetropolitan,222576284774,230.00,,278.11,"11111-Central 
Data Center"
13/01/2022,,UPI  222581744281UPIZomato,222581744281,104.00,,174.11,"11111-Central 
Data Center"
02/10/2022,,UPI  221431332302UPIAmazon  Online,221431332302,200.00,,"7,795.96","11111-Central 
Data Center"
04/10/2022,,CASH 221623368642UPILIC,221623368642,,300.00,"8,095.96","11111-Central 
Data Center"
04/10/2022,,UPI  221677103972UPIdomino's  pizza,221677103972,"8,000.00",,95.96,"11111-Central 
Data Center"
05/10/2022,,CASH  221705398787UPIMyntra,221705398787,177.00,,919.96,"11111-Central 
Data Center"
05/10/2022,,NEFT  221705860761UPILIC,221705860761,500.00,,419.96,"11111-Central 
Data Center"
06/10/2022,,UPI  221825064447UPIZomato,221825064447,65.00,,354.96,"11111-Central 
Data Center"
06/10/2022,,CASH  221825230220UPIFlipkart,221825230220,50.00,,304.96,"11111-Central 
Data Center"
06/10/2022,,RTGS  221826230327UPISpiceJet,221826230327,60.00,,244.96,"11111-Central 
Data Center"
06/10/2022,,NEFT 221827765220iMuthoot Finance,221827765220,109.85,,135.11,"11111-Central 
Data Center"
07/10/2022,,UPI  221954608644UPILIC,221954608644,56.00,,79.11,"11111-Central 
Data Center"
07/10/2022,,UPI  221954845737UPILICfood,221954845737,56.00,,23.11,"11111-Central 
Data Center"
12/10/2022,,CASH  222459706042UPIpolicy,222459706042,15.00,,8.11,"11111-Central 
Data Center"
01/11/2022,,UPI  224470169279UPIOLA,224470169279,65.00,,288.60,"11111-Central 
Data Center"
02/11/2022,,CASH  224595013824UPIzomato,224595013824,50.00,,238.60,"11111-Central 
Data Center"
02/11/2022,,UPI  224597295281UPIdmart,224597295281,67.00,,171.60,"11111-Central 
Data Center"
03/11/2022,,CASH 224615244950UPIajio,224615244950,60.00,,111.60,"11111-Central 
Data Center"
03/11/2022,,CASH  224616508685UPItaxi,224616508685,45.00,,66.60,"11111-Central 
Data Center"
03/11/2022,,UPI  224616616447UPIfood,224616616447,35.00,,31.60,"11111-Central 
Data Center"
04/11/2022,,NEFT 224735399763UPIfood,224735399763,31.00,,0.60,"11111-Central 
Data Center"
09/11/2022,,UPI  225227050717UPIEMI,225227050717,,100.00,100.60,"11111-Central 
Data Center"
09/11/2022,,RTGS  225287151162UPILoan,225287151162,,100.00,200.60,"11111-Central 
Data Center"
11/11/2022,,CASH  225406906201UPIfinance,225406906201,,300.00,500.60,"11111-Central 
Data Center"
15/11/2022,,CASH  225755655690UPIzomato,225755655690,,300.00,"1,034.60","11111-Central 
Data Center"
15/11/2022,,RTGS  225893896048UPIola,225893896048,120.00,,415.60,"11111-Central 
Data Center"
01/12/2022,,UPI  227443786080UPIamazon,227443786080,100.00,,"9,248.60","11111-Central 
Data Center"
02/12/2022,,UPI  227589146257UPIamazon,227589146257,"5,000.00",,"64,233.60","11111-Central 
Data Center"
03/12/2022,,UPI  227614257278UPImyntra,227614257278,"5,000.00",,"59,083.60","11111-Central 
Data Center"
03/12/2022,,CASH  227614315268UPILoan,227614315268,"58,000.00",,"1,083.60","11111-Central 
Data Center"
04/12/2022,,UPI  227728246304UPIDMart,227728246304,110.00,,973.60,"11111-Central 
Data Center"
05/12/2022,,CASH 227843101059UPIPravinMart,227843101059,279.00,,694.60,"11111-Central 
Data Center"
05/12/2022,,NEFT 227860412175UPILIC,227860412175,,280.00,974.60,"11111-Central 
Data Center"
07/12/2022,,UPI  228003219376UPIflipkart,228003219376,200.00,,948.35,"11111-Central 
Data Center"
07/12/2022,,UPI  228004033938UPIdominos,228004033938,50.00,,898.35,"11111-Central 
Data Center"
08/12/2022,,NEFT 228131727891UPILIC,228131727891,,70.00,968.35,"11111-Central 
Data Center"
19/12/2022,,RTGS  229226902627UPILIC,229226902627,,360.00,402.65,"11111-Central 
Data Center"
20/12/2022,,NEFT  229288648465UPImovie,229288648465,360.00,,42.65,"11111-Central 
Data Center"
25/12/2022,,UPI  229811012660UPIajio,229811012660,630.00,,660.65,"11111-Central 
Data Center"
25/12/2022,,CASH  229811686398UPIamazon,229811686398,199.00,,461.65,"11111-Central 
Data Center"
26/12/2022,,UPI  229935204256UPIshop,229935204256,25.00,,436.65,"11111-Central 
Data Center"
29/12/2022,,NEFT 230271287933UPIshop,230271287933,25.00,,411.65,"11111-Central 
Data Center"
31/12/2022,,UPI  230433576282UPIblinkit,230433576282,210.00,,201.65,"11111-Central 
Data Center"
31/12/2022,,CASH  230433588947UPIgrocery,230433588947,55.00,,146.65,"11111-Central 
Data Center"
01/02/2022,,RTGS  224470169279UPIOLA,224470169279,65.00,,288.60,"11111-Central 
Data Center"
02/02/2022,,CASH  224595013824UPIzomato,224595013824,50.00,,238.60,"11111-Central 
Data Center"
02/02/2022,,UPI  224597295281UPIdmart,224597295281,67.00,,171.60,"11111-Central 
Data Center"
03/02/2022,,RTGS  224615244950UPIajio,224615244950,60.00,,111.60,"11111-Central 
Data Center"
03/02/2022,,UPI  224616508685UPItaxi,224616508685,45.00,,66.60,"11111-Central 
Data Center"
03/02/2022,,UPI  224616616447UPIfood,224616616447,35.00,,31.60,"11111-Central 
Data Center"
04/02/2022,,UPI  224735399763UPIfood,224735399763,31.00,,0.60,"11111-Central 
Data Center"
09/02/2022,,RTGS  225227050717UPIEMI,225227050717,,100.00,100.60,"11111-Central 
Data Center"
09/02/2022,,UPI  225287151162UPILoan,225287151162,,100.00,200.60,"11111-Central 
Data Center"
11/02/2022,,UPI  225406906201UPIfinance,225406906201,,300.00,500.60,"11111-Central 
Data Center"
15/02/2022,,UPI  225755655690UPIzomato,225755655690,,300.00,"1,034.60","11111-Central 
Data Center"
15/02/2022,,UPI 225893896048UPIola,225893896048,120.00,,415.60,"11111-Central 
Data Center"
15/02/2022,,RTGS 225897984458UPImomoskitchen,225897984458,200.00,,215.60,"11111-Central 
Data Center"
16/02/2022,,UPI  225905394685NAFlipkart,225905394685,,"1,000.00","1,215.60","11111-Central 
Data Center"
16/02/2022,,CASH  225909325556UPIola,225909325556,209.00,,"1,006.60","11111-Central 
Data Center"
16/02/2022,,RTGS  225923672900UPIamazon,225923672900,20.00,,986.60,"11111-Central 
Data Center"
16/02/2022,,UPI  225923718186UPIPizza,225923718186,335.00,,651.60,"11111-Central 
Data Center"
01/03/2022,,NEFT 227443786080UPIamazon,227443786080,100.00,,"9,248.60","11111-Central 
Data Center"
01/03/2022,,UPI  227454209689UPI@icrecreamstore,227454209689,15.00,,"9,233.60","11111-Central 
Data Center"
02/03/2022,,UPI  227589146257UPIamazon,227589146257,"5,000.00",,"64,233.60","11111-Central 
Data Center"
03/03/2022,,UPI  227614257278UPImyntra,227614257278,"5,000.00",,"59,083.60","11111-Central 
Data Center"
03/03/2022,,RTGS  227614315268UPILoan,227614315268,"58,000.00",,"1,083.60","11111-Central 
Data Center"
04/03/2022,,CASH  227728246304UPIDMart,227728246304,110.00,,973.60,"11111-Central 
Data Center"
05/03/2022,,RTGS  227843101059UPIPravinMart,227843101059,279.00,,694.60,"11111-Central 
Data Center"
05/03/2022,,NEFT 227860412175UPILIC,227860412175,,280.00,974.60,"11111-Central 
Data Center"
02/04/2022,,UPI  221431332302UPIAmazon  Online,221431332302,200.00,,"7,795.96","11111-Central 
Data Center"
04/04/2022,,CASH 221623368642UPILIC,221623368642,,300.00,"8,095.96","11111-Central 
Data Center"
04/04/2022,,UPI  221677103972UPIdomino's  pizza,221677103972,"8,000.00",,95.96,"11111-Central 
Data Center"
05/04/2022,,CASH  221705398787UPIMyntra,221705398787,177.00,,919.96,"11111-Central 
Data Center"
05/04/2022,,NEFT  221705860761UPILIC,221705860761,500.00,,419.96,"11111-Central 
Data Center"
06/04/2022,,UPI  221825064447UPIZomato,221825064447,65.00,,354.96,"11111-Central 
Data Center"
06/04/2022,,CASH  221825230220UPIFlipkart,221825230220,50.00,,304.96,"11111-Central 
Data Center"
06/04/2022,,RTGS  221826230327UPISpiceJet,221826230327,60.00,,244.96,"11111-Central 
Data Center"
06/04/2022,,NEFT 221827765220iMuthoot Finance,221827765220,109.85,,135.11,"11111-Central 
Data Center"
07/04/2022,,UPI  221954608644UPILIC,221954608644,56.00,,79.11,"11111-Central 
Data Center"
07/04/2022,,UPI  221954845737UPILICfood,221954845737,56.00,,23.11,"11111-Central 
Data Center"
12/04/2022,,CASH  222459706042UPIpolicy,222459706042,15.00,,8.11,"11111-Central 
Data Center"
13/04/2022,,UPI  222570448683UPIpolicy,222570448683,500.00,,508.11,"11111-Central 
Data Center"
13/04/2022,,CASH 222576284774UPImetropolitan,222576284774,230.00,,278.11,"11111-Central 
Data Center"
13/04/2022,,CASH  222581744281UPIZomato,222581744281,104.00,,174.11,"11111-Central 
Data Center"
