,Date,Type,Description,"Cheque/Refer 
ence No",Debit,Credit,Balance,Channel,Category
15,06/10/2022,,UPI 227970042577UPIcoffee,227970042577.0,50.00,,"1,379.35","11111-Central 
Data Center",Shopping
16,07/10/2022,,UPI 228099177599UPIdominos,228099177599.0,231.00,,"1,148.35","11111-Central 
Data Center",Shopping
17,07/10/2022,,UPI 228003219376UPIflipkart,228003219376.0,200.00,,948.35,"11111-Central 
Data Center",Shopping
18,07/10/2022,,UPI 228004033938UPIdominos,228004033938.0,50.00,,898.35,"11111-Central 
Data Center",Shopping
19,08/10/2022,,UPI 228131727891UPILIC,228131727891.0,,70.00,968.35,"11111-Central 
Data Center",Finance
20,08/10/2022,,UPI 228114869313UPImcdonalds,228114869313.0,99.00,,869.35,"11111-Central 
Data Center",Shopping
21,08/10/2022,,UPI 228128890359Upi Transaction,228128890359.0,358.00,,511.35,"11111-Central 
Data Center",Finance
22,08/10/2022,,CASH228117099914869912782starbucks,228117099914.0,329.00,,182.35,"11111-Central 
Data Center",food
23,08/10/2022,,UPI 228142831474UPIicici,228142831474.0,,500.00,682.35,"11111-Central 
Data Center",Shopping
24,08/10/2022,,UPI 228121515458UPIvodafone,228121515458.0,496.00,,186.35,"11111-Central 
Data Center",Shopping
25,09/10/2022,,CASH 228237445132peAR,228237445132.0,40.00,,146.35,"11111-Central 
Data Center",Shopping
26,09/10/2022,,UPI 228240093086UPIDMart,228240093086.0,26.00,,120.35,"11111-Central 
Data Center",Shopping
27,11/10/2022,,UPI 228487253285UPIfood,228487253285.0,59.00,,61.35,"11111-Central 
Data Center",food
28,11/10/2022,,CASH 228487811514food,228487811514.0,20.00,,41.35,"11111-Central 
Data Center",Shopping
29,13/10/2022,,UPI 228653045679UPILIC,228653045679.0,,300.00,341.35,"11111-Central 
Data Center",Finance
30,13/10/2022,,UPI 228644896795Dunzo Order,228644896795.0,100.00,,241.35,"11111-Central 
Data Center",Shopping
31,13/10/2022,,UPI 228645916292UPIflipkart,228645916292.0,210.00,,31.35,"11111-Central 
Data Center",Shopping
32,14/10/2022,,UPI 228778960058UPIicici,228778960058.0,,250.00,281.35,"11111-Central 
Data Center",Shopping
33,14/10/2022,,UPI 228751295305UPIdunzo order,228751295305.0,250.00,,31.35,"11111-Central 
Data Center",Shopping
34,14/10/2022,,UPI 228763378157UPIblinkit,228763378157.0,20.00,,11.35,"11111-Central 
Data Center",Shopping
35,16/10/2022,,UPI 228938005783UPILIC,228938005783.0,,500.00,511.35,"11111-Central 
Data Center",Finance
36,16/10/2022,,UPI 228903576779Dunzo Order,228903576779.0,217.00,,294.35,"11111-Central 
Data Center",Shopping
37,16/10/2022,,"UPI228944088653RRRHDF6c178129bd874
bf6a8bLIC",228944088653.0,,217.00,511.35,"11111-Central 
Data Center",food
38,16/10/2022,,"UPI 228904302230Swiggy Order Id 
148980779",228904302230.0,203.00,,308.35,"11111-Central 
Data Center",Shopping
39,16/10/2022,,UPI 228916325139UPIajio,228916325139.0,106.00,,202.35,"11111-Central 
Data Center",Shopping
40,16/10/2022,,NEFTQTR SMS CHGS,,15.00,,187.35,,miscellaneous
41,16/10/2022,,RTGS GST,,2.70,,184.65,,Shopping
42,17/10/2022,,UPI 229027216778UPI@CRCTC,229027216778.0,64.00,,120.65,"11111-Central 
Data Center",Shopping
43,18/10/2022,,UPI 229151166395UPIuber,229151166395.0,80.00,,40.65,"11111-Central 
Data Center",Shopping
44,18/10/2022,,UPI 229198741603UPIicici,229198741603.0,,500.00,540.65,"11111-Central 
Data Center",Shopping
45,18/10/2022,,UPI 229157591059UPI,229157591059.0,50.00,,490.65,"11111-Central 
Data Center",Shopping
46,18/10/2022,,UPI 229158492587UPIajio,229158492587.0,158.00,,332.65,"11111-Central 
Data Center",Shopping
47,18/10/2022,,UPI 229161680269Dunzo Order,229161680269.0,59.00,,273.65,"11111-Central 
Data Center",Shopping
48,19/10/2022,,"UPI229148823891RRRHDF52c488d7a8d74
be9af6LIC",229148823891.0,,59.00,332.65,"11111-Central 
Data Center",miscellaneous
49,19/10/2022,,UPI 229272286236UPIshop,229272286236.0,180.00,,152.65,"11111-Central 
Data Center",Finance
50,19/10/2022,,UPI 229281107218UPIamazon online,229281107218.0,110.00,,42.65,"11111-Central 
Data Center",Shopping
51,19/10/2022,,UPI 229226902627UPILIC,229226902627.0,,360.00,402.65,"11111-Central 
Data Center",Finance
52,20/10/2022,,UPI 229288648465UPImovie,229288648465.0,360.00,,42.65,"11111-Central 
Data Center",Shopping
53,21/10/2022,,UPI 229477122587UPILICLIC,229477122587.0,,200.00,242.65,"11111-Central 
Data Center",Finance
54,21/10/2022,,UPI 229424340899UPIgrocery,229424340899.0,20.00,,222.65,"11111-Central 
Data Center",Shopping
55,21/10/2022,,UPI 229427233775UPIshop,229427233775.0,10.00,,212.65,"11111-Central 
Data Center",Finance
56,22/10/2022,,UPI 229554148932UPIola,229554148932.0,60.00,,152.65,"11111-Central 
Data Center",Shopping
57,24/10/2022,,UPI 229650632200UP@muhoot,229650632200.0,,"3,600.00","3,752.65","11111-Central 
Data Center",Finance
58,24/10/2022,,UPI 229648140636UPIDMart,229648140636.0,25.00,,"3,727.65","11111-Central 
Data Center",Shopping
59,24/10/2022,,UPI 229684374022UPImyntra,229684374022.0,"2,437.00",,"1,290.65","11111-Central 
Data Center",Shopping
60,25/10/2022,,UPI 229811012660UPIajio,229811012660.0,630.00,,660.65,"11111-Central 
Data Center",Shopping
61,25/10/2022,,UPI 229811686398UPIamazon,229811686398.0,199.00,,461.65,"11111-Central 
Data Center",Shopping
62,26/10/2022,,UPI 229935204256UPIshop,229935204256.0,25.00,,436.65,"11111-Central 
Data Center",Finance
63,29/10/2022,,UPI 230271287933UPIshop,230271287933.0,25.00,,411.65,"11111-Central 
Data Center",Finance
64,31/10/2022,,UPI 230433576282UPIblinkit,230433576282.0,210.00,,201.65,"11111-Central 
Data Center",Shopping
65,31/10/2022,,UPI 230433588947UPIgrocery,230433588947.0,55.00,,146.65,"11111-Central 
Data Center",Shopping
66,31/10/2022,,UPI 230433604794UPIicici,230433604794.0,,75.00,221.65,"11111-Central 
Data Center",Shopping
67,31/10/2022,,UPI 230433614612UPIyesbank,230433614612.0,,55.00,276.65,"11111-Central 
Data Center",Shopping
68,31/10/2022,,UPI 230433671776UPIcafemaaz,230433671776.0,50.00,,226.65,"11111-Central 
Data Center",Shopping
69,31/10/2022,,UPI 230435067999UPIshop,230435067999.0,26.00,,200.65,"11111-Central 
Data Center",Shopping
70,31/10/2022,,UPI 230435099087UPIajio,230435099087.0,140.00,,60.65,"11111-Central 
Data Center",Shopping
